,Fear_FACE,Area_size,Ceiling_height,Light_contrast,Light_levels,Light_temperature,Blocked_path,Empty_room,Hiding_place,Interior_arrangement,Triggers_present,Battery_present,Note_present,Event,Cutscene,Channel_id
561,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,LiteWeightGaming
562,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,LiteWeightGaming
563,-1.0,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,LiteWeightGaming
564,-1.0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,LiteWeightGaming
565,-1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
566,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,LiteWeightGaming
567,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,LiteWeightGaming
568,-1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,LiteWeightGaming
569,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,LiteWeightGaming
570,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,LiteWeightGaming
571,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,LiteWeightGaming
572,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LiteWeightGaming
573,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,LiteWeightGaming
574,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LiteWeightGaming
575,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LiteWeightGaming
576,-1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,LiteWeightGaming
577,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,-1,0,LiteWeightGaming
578,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,LiteWeightGaming
579,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,LiteWeightGaming
580,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LiteWeightGaming
581,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,LiteWeightGaming
582,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,LiteWeightGaming
583,-1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,LiteWeightGaming
584,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,LiteWeightGaming
585,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,LiteWeightGaming
586,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,Markiplier
587,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,Markiplier
588,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Markiplier
589,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
590,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,Markiplier
591,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,Markiplier
592,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Markiplier
593,1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,1,0,Markiplier
594,1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Markiplier
595,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Markiplier
596,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
597,1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Markiplier
598,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Markiplier
599,1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Markiplier
600,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Markiplier
601,1.0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,Markiplier
602,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Markiplier
603,1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Markiplier
604,1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Markiplier
605,1.0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,Markiplier
606,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Markiplier
607,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Markiplier
608,1.0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,Markiplier
609,1.0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
610,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
611,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
612,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,Markiplier
613,1.0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,Markiplier
614,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,Markiplier
615,1.0,1,0,-1,-1,0,1,0,0,0,0,1,-1,0,0,Markiplier
616,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Markiplier
617,1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Markiplier
618,1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Markiplier
619,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,Markiplier
620,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,Markiplier
621,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
622,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,Markiplier
623,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,Markiplier
624,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
625,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,Markiplier
626,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Markiplier
627,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Markiplier
628,1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,1,0,Markiplier
629,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,Markiplier
630,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,Markiplier
631,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
632,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Markiplier
633,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,Markiplier
634,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Markiplier
635,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Markiplier
636,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Markiplier
637,-1.0,-1,0,1,-1,1,0,-1,0,-1,1,-1,0,-1,0,Markiplier
638,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,Markiplier
639,-1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,Markiplier
640,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,Markiplier
641,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Markiplier
642,-1.0,0,1,0,1,1,-1,0,0,0,0,0,1,1,0,Markiplier
643,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
644,-1.0,-1,0,-1,-1,0,0,-1,0,0,-1,1,0,0,0,Markiplier
645,-1.0,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,Markiplier
646,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Markiplier
647,-1.0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,Markiplier
648,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Markiplier
649,-1.0,0,0,1,1,0,0,0,-1,0,0,0,1,1,0,Markiplier
650,-1.0,1,0,-1,-1,0,1,0,0,0,0,1,-1,-1,0,Markiplier
651,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,Markiplier
652,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,Markiplier
653,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,Markiplier
654,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
655,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,Markiplier
656,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Markiplier
657,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Markiplier
658,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Markiplier
659,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Markiplier
660,-1.0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,Markiplier
661,-1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Markiplier
662,-1.0,-1,0,1,1,0,-1,0,0,0,0,-1,1,0,0,Markiplier
663,-1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Markiplier
664,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
665,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Markiplier
666,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Markiplier
667,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Markiplier
668,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,Markiplier
669,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,Markiplier
670,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Markiplier
671,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Markiplier
672,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Marz
673,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,Marz
674,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,Marz
675,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Marz
676,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Marz
677,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Marz
678,1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Marz
679,1.0,-1,0,1,-1,1,0,-1,0,-1,1,-1,0,0,0,Marz
680,1.0,-1,0,0,1,0,-1,1,0,1,-1,0,0,0,0,Marz
681,1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,1,0,Marz
682,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Marz
683,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Marz
684,1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Marz
685,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,Marz
686,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Marz
687,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,Marz
688,1.0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,Marz
689,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Marz
690,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,Marz
691,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,Marz
692,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,-1,0,Marz
693,-1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,Marz
694,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,Marz
695,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,Marz
696,-1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,Marz
697,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Marz
698,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,Marz
699,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,Marz
700,-1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,Marz
701,-1.0,0,0,1,0,0,0,-1,0,0,0,0,1,-1,0,Marz
702,-1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,Marz
703,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Marz
704,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Marz
705,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Marz
706,-1.0,0,0,1,1,0,0,0,-1,0,0,0,1,1,0,Marz
707,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,Marz
708,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Marz
709,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Marz
710,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Marz
711,-1.0,-1,0,1,1,0,-1,0,0,0,0,0,1,0,0,Marz
712,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,Marz
713,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Marz
714,1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,NinjaKuma
715,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,NinjaKuma
716,1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,NinjaKuma
717,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,NinjaKuma
718,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,NinjaKuma
719,1.0,1,1,1,0,1,0,-1,0,0,0,-1,1,0,0,NinjaKuma
720,1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,1,0,NinjaKuma
721,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,NinjaKuma
722,1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,NinjaKuma
723,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,NinjaKuma
724,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,NinjaKuma
725,1.0,1,0,1,-1,0,1,-1,0,0,0,-1,0,0,0,NinjaKuma
726,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,-1,0,NinjaKuma
727,1.0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,NinjaKuma
728,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,NinjaKuma
729,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,NinjaKuma
730,1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,NinjaKuma
731,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,NinjaKuma
732,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,NinjaKuma
733,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,NinjaKuma
734,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,NinjaKuma
735,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,NinjaKuma
736,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,NinjaKuma
737,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,NinjaKuma
738,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,NinjaKuma
739,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NinjaKuma
740,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NinjaKuma
741,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,NinjaKuma
742,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NinjaKuma
743,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,NinjaKuma
744,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NinjaKuma
745,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,NinjaKuma
746,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,NinjaKuma
747,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,NinjaKuma
748,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,NinjaKuma
749,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NinjaKuma
750,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,NinjaKuma
751,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,NinjaKuma
752,1.0,1,0,1,-1,0,1,-1,0,0,0,-1,0,0,0,NinjaKuma
753,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NinjaKuma
754,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,NinjaKuma
755,-1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,NinjaKuma
756,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,NinjaKuma
757,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,NinjaKuma
758,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,NinjaKuma
759,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,NinjaKuma
760,-1.0,-1,-1,-1,0,-1,0,1,0,0,0,1,-1,0,0,NinjaKuma
761,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,NinjaKuma
762,-1.0,-1,0,1,-1,1,0,-1,0,-1,1,-1,0,-1,0,NinjaKuma
763,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,NinjaKuma
764,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,NinjaKuma
765,-1.0,1,0,-1,1,-1,0,1,0,1,-1,1,0,-1,0,NinjaKuma
766,-1.0,0,1,0,1,1,-1,0,0,0,0,0,1,1,0,NinjaKuma
767,-1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,NinjaKuma
768,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,NinjaKuma
769,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,NinjaKuma
770,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,NinjaKuma
771,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,NinjaKuma
772,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,NinjaKuma
773,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,NinjaKuma
774,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,NinjaKuma
775,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NinjaKuma
776,-1.0,-1,0,1,1,0,-1,0,0,0,0,0,1,-1,0,NinjaKuma
777,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,NinjaKuma
778,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,NinjaKuma
779,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NinjaKuma
780,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NinjaKuma
781,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NinjaKuma
782,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NinjaKuma
783,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,NinjaKuma
784,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,NinjaKuma
785,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,NinjaKuma
786,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,NinjaKuma
787,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,NinjaKuma
788,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,NinjaKuma
789,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,NinjaKuma
790,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,NinjaKuma
791,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,NinjaKuma
792,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,NinjaKuma
793,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,NinjaKuma
794,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,Pewdiepie
795,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,Pewdiepie
796,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Pewdiepie
797,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,Pewdiepie
798,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,Pewdiepie
799,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Pewdiepie
800,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,1,Pewdiepie
801,1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Pewdiepie
802,1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Pewdiepie
803,1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Pewdiepie
804,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,Pewdiepie
805,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Pewdiepie
806,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Pewdiepie
807,1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Pewdiepie
808,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Pewdiepie
809,1.0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,Pewdiepie
810,1.0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,Pewdiepie
811,1.0,-1,-1,0,0,0,0,1,0,0,1,0,-1,0,0,Pewdiepie
812,1.0,0,0,0,0,0,1,-1,0,-1,0,0,0,1,0,Pewdiepie
813,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,Pewdiepie
814,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,-1,0,Pewdiepie
815,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,Pewdiepie
816,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Pewdiepie
817,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Pewdiepie
818,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,Pewdiepie
819,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,Pewdiepie
820,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Pewdiepie
821,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Pewdiepie
822,-1.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pewdiepie
823,-1.0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,0,Pewdiepie
824,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pewdiepie
825,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Pewdiepie
826,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Pewdiepie
827,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Pewdiepie
828,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Pewdiepie
829,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,Pewdiepie
830,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Pewdiepie
831,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,Pewdiepie
832,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,-1,0,SuzyLu
833,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,SuzyLu
834,1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,SuzyLu
835,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,SuzyLu
836,1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,SuzyLu
837,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,SuzyLu
838,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,SuzyLu
839,1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,SuzyLu
840,1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,SuzyLu
841,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SuzyLu
842,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SuzyLu
843,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,SuzyLu
844,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,SuzyLu
845,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,SuzyLu
846,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,SuzyLu
847,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,SuzyLu
848,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,SuzyLu
849,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,SuzyLu
850,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,SuzyLu
851,-1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,SuzyLu
852,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,SuzyLu
853,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,SuzyLu
854,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,SuzyLu
855,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,SuzyLu
856,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,SuzyLu
857,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,SuzyLu
858,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,SuzyLu
859,-1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,SuzyLu
860,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,SuzyLu
861,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,SuzyLu
862,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,SuzyLu
863,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,SuzyLu
864,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,Yamimash
865,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,Yamimash
866,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,Yamimash
867,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Yamimash
868,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,Yamimash
869,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,Yamimash
870,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Yamimash
871,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,Yamimash
872,1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,Yamimash
873,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,Yamimash
874,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,Yamimash
875,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Yamimash
876,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Yamimash
877,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Yamimash
