,Fear_FACE,Area_size,Ceiling_height,Light_contrast,Light_levels,Light_temperature,Blocked_path,Empty_room,Hiding_place,Interior_arrangement,Triggers_present,Battery_present,Note_present,Event,Cutscene,Channel_id
878,1.0,-1,-1,0,0,0,0,1,0,0,0,1,-1,0,0,Yamimash
879,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,Yamimash
880,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Yamimash
881,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Yamimash
882,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
883,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Yamimash
884,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Yamimash
885,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
886,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
887,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Yamimash
888,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,Yamimash
889,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yamimash
890,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Yamimash
891,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Yamimash
892,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
893,1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
894,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
895,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yamimash
896,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Yamimash
897,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,Yamimash
898,1.0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,Yamimash
899,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yamimash
900,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
901,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
902,1.0,0,0,1,1,0,1,0,0,0,-1,1,0,1,0,Yamimash
903,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,Yamimash
904,1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Yamimash
905,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
906,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,Yamimash
907,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,Yamimash
908,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,Yamimash
909,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,Yamimash
910,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,Yamimash
911,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Yamimash
912,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Yamimash
913,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Yamimash
914,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Yamimash
915,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Yamimash
916,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,0,0,Yamimash
917,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Yamimash
918,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Yamimash
919,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Yamimash
920,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Yamimash
921,-1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,Yamimash
922,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Yamimash
923,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
924,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,Yamimash
925,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Yamimash
926,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
927,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
928,-1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Yamimash
929,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,Yamimash
930,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Yamimash
931,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
932,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,Yamimash
933,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
934,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
935,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,Yamimash
936,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
937,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
938,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Yamimash
939,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Yamimash
940,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
941,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
942,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,Yamimash
943,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Yamimash
944,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
945,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Yamimash
946,-1.0,1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,Yamimash
947,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
948,-1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,Yamimash
949,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Yamimash
